1627305656.767580	0.778900	-0.265700	-0.584200	0.022200	-0.010900	0.043300
1627305656.772260	0.778000	-0.268200	-0.591300	0.013400	-0.019100	0.036600
1627305656.772897	0.779100	-0.269900	-0.598300	0.004200	-0.025300	0.032000
1627305656.773549	0.778800	-0.273900	-0.604100	0.006400	-0.029200	0.026800
1627305656.774170	0.771100	-0.278100	-0.613400	0.004500	-0.030800	0.019500
1627305656.774735	0.768900	-0.278600	-0.616100	-0.005900	-0.028000	0.008800
1627305656.775295	0.768300	-0.276600	-0.622900	-0.007400	-0.028300	-0.000300
1627305656.775851	0.766800	-0.276600	-0.631000	0.005800	-0.025900	-0.007700
1627305656.776415	0.768100	-0.277300	-0.635900	0.014000	-0.018500	-0.015900
1627305656.776985	0.768600	-0.275300	-0.635900	0.011200	-0.005700	-0.026000
1627305656.777483	0.768400	-0.268800	-0.630400	0.008500	0.009600	-0.035500
1627305656.777984	0.770500	-0.261200	-0.623200	0.012200	0.023900	-0.038500
1627305656.778482	0.771100	-0.259400	-0.612100	0.016100	0.036100	-0.041600
1627305656.778984	0.771500	-0.255600	-0.599900	0.000600	0.046800	-0.046200
1627305656.779495	0.771400	-0.250000	-0.590100	-0.013800	0.049900	-0.046800
1627305656.779946	0.775500	-0.245800	-0.579600	-0.018400	0.041000	-0.045200
1627305656.780400	0.773400	-0.245400	-0.575100	-0.005900	0.025100	-0.040700
1627305656.780850	0.776200	-0.248000	-0.573100	0.008800	0.003100	-0.036400
1627305656.781278	0.776100	-0.247900	-0.574700	0.010600	-0.024000	-0.031500
1627305656.781734	0.780300	-0.245000	-0.579800	0.016100	-0.049400	-0.027800
1627305656.782147	0.775400	-0.244600	-0.589400	0.037200	-0.074100	-0.022900
1627305656.782563	0.773400	-0.244900	-0.597700	0.032900	-0.085700	-0.019000
1627305656.783019	0.772500	-0.244500	-0.608000	0.028700	-0.090600	-0.014400
1627305656.783430	0.770800	-0.247700	-0.618900	0.028400	-0.090300	-0.010700
1627305656.783837	0.765600	-0.254800	-0.630100	0.036000	-0.082700	-0.010400
1627305656.784289	0.763500	-0.257300	-0.633700	0.037500	-0.070500	-0.014100
1627305656.784699	0.760900	-0.257700	-0.635000	0.032000	-0.057000	-0.017700
1627305656.785108	0.763300	-0.259500	-0.639600	0.032900	-0.044200	-0.019600
1627305656.785561	0.764300	-0.259000	-0.641600	0.038700	-0.031700	-0.024800
1627305656.785971	0.759400	-0.259600	-0.638400	0.043900	-0.015500	-0.031500
1627305656.786414	0.764800	-0.254200	-0.630500	0.028400	-0.003600	-0.040700
1627305656.786830	0.766600	-0.254300	-0.627000	0.034200	0.001900	-0.041900
1627305656.787237	0.758800	-0.256800	-0.617800	0.095900	0.008600	-0.043400
1627305656.787679	0.761700	-0.246800	-0.592800	0.054600	0.010200	-0.051000
1627305656.788084	0.769300	-0.234900	-0.577300	-0.009200	-0.008800	-0.050400
1627305656.788491	0.764500	-0.238300	-0.586500	0.014300	-0.034100	-0.043400
1627305656.788934	0.757600	-0.245400	-0.600800	0.010300	-0.046600	-0.044600
1627305656.789345	0.766000	-0.238600	-0.605800	-0.046500	-0.054300	-0.055000
1627305656.789761	0.767000	-0.218900	-0.604400	-0.070000	-0.065300	-0.058100
1627305656.790214	0.776700	-0.206200	-0.619900	-0.065100	-0.075000	-0.052900
1627305656.790621	0.795000	-0.184400	-0.653800	-0.114600	-0.078400	-0.048000
1627305656.791074	0.784400	-0.151500	-0.689100	-0.151500	-0.061300	-0.029400
1627305656.791490	0.802600	-0.112400	-0.724400	-0.140900	-0.029200	0.008800
1627305656.791902	0.803800	-0.076000	-0.758200	-0.086800	0.008300	0.076600
1627305656.792356	0.791000	-0.053300	-0.767900	0.037200	0.075200	0.162800
1627305656.792765	0.796400	-0.047900	-0.738200	0.172800	0.149800	0.252000
1627305656.793173	0.796800	-0.056800	-0.689500	0.248000	0.205000	0.346000
1627305656.793625	0.803800	-0.084000	-0.648700	0.246400	0.223100	0.441000
1627305656.794033	0.811300	-0.108500	-0.644500	0.193900	0.216000	0.506700
1627305656.794447	0.822100	-0.124800	-0.659900	0.140800	0.213000	0.546400
1627305656.794900	0.847700	-0.128500	-0.681800	0.071100	0.212700	0.580000
1627305656.795308	0.857700	-0.134000	-0.711100	0.051600	0.217600	0.611800
1627305656.795751	0.873400	-0.154100	-0.742600	0.063800	0.231300	0.637100
1627305656.796169	0.861000	-0.172200	-0.762700	0.014300	0.256700	0.656000
1627305656.796581	0.861900	-0.195900	-0.767300	-0.041600	0.293600	0.659400
1627305656.797022	0.866100	-0.234600	-0.779700	-0.021400	0.321700	0.650800
1627305656.797429	0.867100	-0.277600	-0.797100	-0.041900	0.357100	0.607200
1627305656.797834	0.867200	-0.282700	-0.806500	-0.180600	0.400800	0.539700
1627305656.798283	0.871900	-0.255600	-0.807900	-0.306100	0.443300	0.486200
1627305656.798690	0.861900	-0.228300	-0.820400	-0.360500	0.484500	0.465400
1627305656.799102	0.855300	-0.226100	-0.830700	-0.376700	0.533400	0.466700
1627305656.799553	0.841400	-0.246000	-0.842400	-0.476500	0.600900	0.474300
1627305656.799965	0.844500	-0.273300	-0.845600	-0.552000	0.665000	0.468500
1627305656.800392	0.827300	-0.295000	-0.845100	-0.593200	0.731300	0.452000
1627305656.800833	0.817100	-0.318000	-0.828200	-0.645700	0.808300	0.431900
1627305656.801276	0.809700	-0.347400	-0.804200	-0.627400	0.878800	0.409200
1627305656.801760	0.800300	-0.378100	-0.774400	-0.627100	0.950600	0.372300
1627305656.802263	0.789600	-0.399500	-0.736500	-0.691200	1.008600	0.318200
1627305656.802794	0.777800	-0.401500	-0.692700	-0.767300	1.055400	0.254700
1627305656.803279	0.769000	-0.402100	-0.662100	-0.784100	1.077400	0.202800
1627305656.803747	0.759500	-0.409900	-0.642800	-0.789600	1.084100	0.152100
1627305656.804185	0.755600	-0.417000	-0.621600	-0.796300	1.076400	0.089800
1627305656.804667	0.762500	-0.404700	-0.590600	-0.831400	1.058400	0.015200
1627305656.805137	0.757100	-0.376000	-0.563600	-0.888300	1.026000	-0.049800
1627305656.805608	0.746000	-0.342800	-0.539800	-0.914500	0.989400	-0.106000
1627305656.806078	0.736800	-0.311300	-0.522500	-0.940800	0.956100	-0.144200
1627305656.806549	0.731400	-0.284900	-0.508300	-0.973500	0.930100	-0.162200
1627305656.807019	0.729000	-0.256500	-0.494600	-0.995500	0.902300	-0.163100
1627305656.807487	0.718500	-0.228500	-0.482700	-0.982900	0.871800	-0.145100
1627305656.807953	0.709600	-0.209600	-0.470100	-0.910200	0.842200	-0.111800
1627305656.808419	0.702300	-0.203500	-0.444300	-0.818600	0.811900	-0.072700
1627305656.808885	0.696500	-0.204500	-0.408900	-0.746200	0.769500	-0.032400
1627305656.809351	0.703900	-0.206200	-0.379400	-0.691900	0.703800	-0.006100
1627305656.809819	0.716700	-0.204100	-0.365400	-0.663100	0.624100	0.006700
1627305656.810299	0.727200	-0.189800	-0.369600	-0.627100	0.527000	0.015900
1627305656.810773	0.721400	-0.165600	-0.378100	-0.535500	0.428300	0.038500
1627305656.811243	0.713600	-0.142000	-0.383100	-0.377900	0.332400	0.079400
1627305656.811708	0.707500	-0.120100	-0.376000	-0.201900	0.242600	0.143200
1627305656.812336	0.699500	-0.101600	-0.356800	-0.024500	0.140900	0.239700
1627305656.812798	0.689800	-0.097200	-0.337900	0.076300	0.052300	0.335300
1627305656.813224	0.703600	-0.103900	-0.331500	0.071100	-0.030500	0.418700
1627305656.813670	0.710000	-0.113500	-0.344500	0.046100	-0.116000	0.499400
1627305656.814090	0.720300	-0.132400	-0.366700	0.050000	-0.178300	0.558900
